CONX3.SA,
BRAP3F.SA,
BRAP3.SA,
ARMT34.SA,
FATN11.SA,
RCFF11.SA,
HRDF11.SA,
GESE11B.SA,
Z1TS34F.SA,
Z1TS34.SA,
Z1IO34F.SA,
Z1IO34.SA,
Z1BH34F.SA,
Z1BH34.SA,
YUMR34F.SA,
YUMR34.SA,
XRAY34F.SA,
XRAY34.SA,
X1YL34F.SA,
X1YL34.SA,
X1LN34F.SA,
X1LN34.SA,
X1EL34F.SA,
X1EL34.SA,
WUNI34F.SA,
WUNI34.SA,
WGBA34F.SA,
WGBA34.SA,
WATC34.SA,
WATC34F.SA,
WABC34F.SA,
WABC34.SA,
W1YN34F.SA,
W1YN34.SA,
W1YC34F.SA,
W1YC34.SA,
W1RK34F.SA,
W1RK34.SA,
W1MC34F.SA,
W1MC34.SA,
W1MB34F.SA,
W1MB34.SA,
W1LT34F.SA,
W1LT34.SA,
W1HR34F.SA,
W1HR34.SA,
W1EL34F.SA,
W1EL34.SA,
W1EC34F.SA,
W1EC34.SA,
W1DC34F.SA,
W1DC34.SA,
W1DA34F.SA,
W1DA34.SA,
W1AB34F.SA,
W1AB34.SA,
VRTX34F.SA,
VRTX34.SA,
VRSN34F.SA,
VRSN34.SA,
VLYB34F.SA,
VLYB34.SA,
VLOE34F.SA,
VLOE34.SA,
VFCO34F.SA,
VFCO34.SA,
V1TA34F.SA,
V1TA34.SA,
V1RS34F.SA,
V1RS34.SA,
V1NO34F.SA,
V1NO34.SA,
V1MC34F.SA,
V1MC34.SA,
V1AR34.SA,
V1AR34F.SA,
USSX34F.SA,
USBC34F.SA,
USBC34.SA,
UPAC34F.SA,
UPAC34.SA,
UNHH34F.SA,
UNHH34.SA,
ULEV34F.SA,
ULEV34.SA,
UBSG34F.SA,
UBSG34.SA,
U1RI34F.SA,
U1RI34.SA,
U1NM34F.SA,
U1NM34.SA,
U1LT34F.SA,
U1LT34.SA,
U1HS34F.SA,
U1HS34.SA,
U1DR34F.SA,
U1DR34.SA,
U1BE34F.SA,
U1BE34.SA,
U1AL34F.SA,
U1AL34.SA,
U1AI34F.SA,
U1AI34.SA,
TXSA34F.SA,
SLBG34F.SA,
SLBG34.SA,
HALI34F.SA,
HALI34.SA,
COPH34.SA,
CHVX34F.SA,
CHVX34.SA,
PRIO3F.SA,
PRIO3.SA,
OSXB3F.SA,
OSXB3.SA,
DMMO11.SA,
DMMO3F.SA,
DMMO3.SA,
RPMG3F.SA,
RPMG3.SA,
UGPA3.SA,
UGPA3F.SA,
PETR4F.SA,
PETR4.SA,
PETR3F.SA,
PETR3.SA,
BRDT3.SA,
EXXO34.SA,
ENAT3.SA,
PARD3.SA,
BIOM3F.SA,
BIOM3.SA,
BALM3F.SA,
BALM4F.SA,
BALM4.SA,
BALM3.SA,
PFIZ34F.SA,
PFIZ34.SA,
MRCK34F.SA,
MRCK34.SA,
GBIO33F.SA,
GBIO33.SA,
PNVL4F.SA,
PNVL3F.SA,
PNVL4.SA,
PNVL3.SA,
AALR3F.SA,
AALR3.SA,
ODPV3F.SA,
ODPV3.SA,
RADL3F.SA,
RADL3.SA,
QUAL3F.SA,
QUAL3.SA,
OFSA3.SA,
JNJB34.SA,
HYPE3.SA,
FLRY3.SA,
BMYB34.SA,
ABTT34.SA,
LWSA3.SA,
TOTS3F.SA,
TOTS3.SA,
XRXB34F.SA,
XRXB34.SA,
QCOM34F.SA,
QCOM34.SA,
ORCL34F.SA,
ORCL34.SA,
MSFT34F.SA,
MSFT34.SA,
IBMB34F.SA,
IBMB34.SA,
ITLC34F.SA,
ITLC34.SA,
HPQB34F.SA,
HPQB34.SA,
EBAY34F.SA,
CSCO34F.SA,
CSCO34.SA,
ATTB34F.SA,
AAPL34F.SA,
AAPL34.SA,
LINX3F.SA,
LINX3.SA,
POSI3F.SA,
POSI3.SA,
EBAY34.SA,
VERZ34F.SA,
VERZ34.SA,
OIBR4F.SA,
OIBR4.SA,
OIBR.SA,
TIMS3F.SA,
TIMS3.SA,
VIVT4F.SA,
VIVT4.SA,
VIVT3F.SA,
VIVT3.SA,
TELB4F.SA,
TELB4.SA,
TELB3F.SA,
TELB3.SA,
ATTB34.SA,
CEPE6F.SA,
CEPE5F.SA,
CEPE3F.SA,
CEPE6.SA,
CEPE5.SA,
CEPE3.SA,
CEED3F.SA,
CEED4F.SA,
CEED4.SA,
CEED3.SA,
EEEL4F.SA,
EEEL3F.SA,
EEEL4.SA,
EEEL3.SA,
CASN4F.SA,
CASN3F.SA,
CASN4.SA,
CASN3.SA,
CEGR3F.SA,
CEGR3.SA,
CEBR3F.SA,
CEBR6F.SA,
CEBR5F.SA,
CEBR6.SA,
CEBR5.SA,
CEBR3.SA,
RNEW11F.SA,
RNEW4F.SA,
RNEW4.SA,
RNEW3.SA,
COCE6F.SA,
COCE5F.SA,
COCE3F.SA,
COCE6.SA,
COCE5.SA,
COCE3.SA,
CLSC4F.SA,
CLSC3F.SA,
CLSC4.SA,
CLSC3.SA,
ALUP4F.SA,
ALUP3F.SA,
ALUP11F.SA,
ALUP4.SA,
ALUP3.SA,
ALUP11.SA,
SAPR11F.SA,
SAPR4F.SA,
SAPR3F.SA,
SAPR4.SA,
SAPR3.SA,
SAPR11.SA,
CPRE3F.SA,
CPRE3.SA,
CPLE5F.SA,
CPLE6F.SA,
CPLE6.SA,
CPLE5.SA,
CPLE3F.SA,
CPLE3.SA,
CPFE3F.SA,
CPFE3.SA,
CGAS3F.SA,
CGAS5F.SA,
CGAS5.SA,
CGAS3.SA,
TIET11F.SA,
TIET3F.SA,
TIET4F.SA,
TIET4.SA,
TIET3.SA,
TIET11.SA,
NEOE3.SA,
TRPL4F.SA,
TRPL4.SA,
TRPL3F.SA,
TRPL3.SA,
EGIE3.SA,
TAEE4.SA,
TAEE3.SA,
TAEE11.SA,
SBSP3F.SA,
SBSP3.SA,
RNEW11.SA,
GEPA4.SA,
GEPA3.SA,
CESP6.SA,
CESP5.SA,
CESP3F.SA,
CESP3.SA,
CMIG4.SA,
CMIG3F.SA,
CMIG3.SA,
AFLT3.SA
